,url,article
10,https://pspost.co/checkout/shipping-addresses/,"Our new sign & send experience has arrived!
💌 Schedule send, card previews, & more! 💌
No products in the cart.
No address on file. Please add one below.
Import billing address
Import shipping address
First name *
Last name *
Company name (optional)
Country / Region *United States (US)
Street address *
Apartment, suite, unit, etc. (optional)
Town / City *
State *
ZIP Code *
Phone (optional)
Username or email address *
Password *
Remember me
Log in
Lost your password?
Username *
Email address *
Password *
Subscribe to our newsletter
Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.
Register"
11,https://pspost.co/everything-you-wanted-to-know-about-qr-codes/,"So much has changed in our day-to-day lives since the start of the COVID-19 pandemic; among those changes is a new focus on a contactless economy. Thanks to innovations in technology and a resurgence of the QR code, it’s hard to even remember a time when we exchanged paper tickets for events, handed paper menus back to our servers, and used cash for most of our purchases. Before the start of the pandemic, the question was “does anyone still use QR codes?” and now we are looking at a QR code future. Read below for answers for some of the most common questions including details about QR code products and QR code shopping.
What does QR Code mean?
– A QR (short for Quick Response) code stores its information in the distance between the squares within the code. Once a machine scans the assortment of elements, it is translated into data. Most QR codes expire, but some can be modified to remain permanent.
How to use QR Codes?
– It’s easy! Open the “camera” app on your smartphone
– Point the camera at a QR code
– Tap on the “scan QR code” icon or link notification that appears
What are the advantages of QR Codes?
– QR code benefits span far and wide, from saving paper waste to preventing the spread of germs and viruses. QR code adoption can mean important information is one click away from being displayed on someone’s personal cellular device.
How do I use a QR code for business?
– There are countless ways for businesses to interact with customers, receive feedback, and increase brand engagement by using QR code technology. A QR code can link to an advertisement, discount code, or website, thereby driving customers and clients directly to the business.
What are some products with QR codes?
– It is so easy to add a QR code to a flyer, sign, or mailer. If you’re creating a menu, you can even use a free QR code generator for restaurant menus to help you out.
Now that you know the FAQs for QR codes, give it a try! Do a quick search for a “free QR code generator” and try your hand at some creative uses for the codes.
P.S. At PS Post, we *love* QR codes! You could say we are QR greeting cards! It’s how we attach gift cards to the cards we send out without using single-use plastic gift card material (which can’t be recycled, by the way). Take a look at some of the cards and gift card options we have available at PSPost.co!"
12,https://pspost.co/faq/,"Frequently Asked Questions
About PS Post’s Service
Q: Do I need to create a login and password to send a PS Post card?
A: We want to make gifting super simple, so we let folks mail cards with PS Post with or without creating an account. Creating an account with us means you only have to enter your addresses once — we save them to your address book.
Q: How much do your cards cost?
A: Every hand-crafted card is $6.99, plus whatever amount you would like to put on a gift card. That includes the stamp and trip to the Post Office (time is money, baby!)
Q: What is the dimensions of a PS Post greeting card?
A: 5” x 7” – perfect for your fridge or a frame!
Q: What if I want to send a gift card to a retailer that isn’t on the list?
A: We’re adding new retailers all the time! Have one in particular in mind? Send us an email at info@pspost.co!
Q: Why don’t you offer Amazon gift cards?
A: Unfortunately, Amazon does not allow third-parties to sell their gift cards.
Q: How can I add a customary monetary amount to my gift card?
A: We have a lot of features up our sleeve just ready to be built. This is one! Thanks for your patience!
Q: What are your hours of operation?
A: We’re hard at work from 8:30 AM – 5:30 PM Mountain Time, Monday-Friday, and 9:00-1:00 on Saturday
About My Order
Q: How do I know if my order has gone through?
A: You’ll be getting an order confirmation email from us right away, and another when it has been sent! You can always check back on our Order History page to check the status.
Q: How long will it take for my card to arrive?
A: Once you order a card from our website, we get right to work printing and mailing it to your loved one within 1 business day. We mail all cards via USPS First-Class Mail, which typically takes 2-5 business days for delivery.
Q: How do I cancel an order?
A: We are happy to cancel and refund your order before we begin processing the order. Unfortunately, once the order has been processed, we cannot cancel it.
Q: Can I send a card internationally?
A: Unfortunately, not at this time. While we could easily send the card with an international stamp, many companies have different international sales systems, so spending the gift cards gets a little tricky. But we’re working on this so that you soon can!
Q: I don’t live in the United States but I want to mail a card to someone in the US. Can I do that?
A: Yes! PS Post is perfect for expats & anyone outside the States with friends or family here. Write your card, add a gift card if you’d like, and we will mail it to them!
Q: Will I get a confirmation that the card was delivered?
A: Unfortunately, the USPS doesn’t allow you to track individual cards. If the card is not delivered, it will be returned to the return address—yours!
Q: What happens if my card is returned to my return address?
A: Oops! Then there’s likely an address issue. Send us an email at info@pspost.co and we’ll send a new card to the updated address right away at no cost to you. We’ll also send you a code to send your next card on us!
QR Codes
Q: What is a QR code?
A: A QR code is a two-dimensional, multifunctional version of a barcode. Unlike a bar code, which requires a fancy scanner found in stores, you can use your mobile device to take a picture of the code.
Q: How do I use a QR code?
A: Open the camera on your mobile device, position your phone like you’re about to take a picture, and voila! A banner will appear at the top of your screen to direct you to the custom web address. Scanning a QR code from a PS Post card will reveal a specially selected electronic gift card.
Q: Will the QR code work on all devices?
A: Most devices have an integrated QR Code reader built in so you can access through the camera. All iPhones updated to iOS 11 can point their camera and scan away. Android 9 and Android 10 have a built-in QR code scanner courtesy of Google Lens. Open your camera app and point it at the QR code to see a URL pop-up. Android 7.0 and below require an app to scan QR codes.
If the lucky gift-getter does not have a QR code-read-phone, no worries! There are a plethora of apps that are easy to download and use with a touch of a button. Here’s a list of some of the best QR reader apps.
Q: Can I still send a gift if my recipient doesn’t use a smartphone?
Miscellaneous
Q: Who can I contact with additional questions?
A: Click the “Contact Us” button at the bottom of this screen. We’re here to help!
Q: I have suggestions or ideas for new cards! Who do I contact?
A: We’d love to hear from you! Drop us a comment or DM on Instagram or Twitter, and let’s talk!
Q: My question hasn’t been answered here! What do I do?
A: Fear not! Email us at info@pspost.co"
13,https://pspost.co/forgot-a-birthday/,"Sorry I Missed Your Birthday…
What to do when you forget someone’s big day
We’ve all done it. The heart-sinking realization when it clicks: “I forgot my best friend’s birthday” or “oh my god, I forgot my girlfriend’s birthday what do I do?”
It is the WORST feeling.
Seeing birthdays on Facebook is great, unless you’re one of the many people who have essentially stopped using Facebook.
And between new phones, email calendars, lost backups, or just – *gestures everywhere* – life itself, it’s easy to let something get in between you and the special day for someone you care about.
How to make it up to someone for a missed birthday
Let’s talk about late birthday wishes.
There are several different kinds of “not wishing someone happy birthday” . There are the people that you’d probably text after writing on their Facebook wall or posting a comment on their celebratory Instagram. Next, there are the people you would call or send a happy birthday card to. Finally the “oh sh*t” people that you can absolutely, positively NOT forget their birthdays.
Please see the very informative chart below.
Facebook DM or Text: The “happy day after your birthday” message
For the first circle, your journey is going to be a little bit easier. “Sorry we missed your birthday” is a lot easier to say to a friend you see occasionally than it is to say when you forgot your girlfriends birthday.
These are the kind of people that you can send a text or dm saying “happy day after your birthday” or “I hope you had a great birthday” because you are still taking the time to recognize their birthday and let them know that you are thinking of them, even if you didn’t happen to think of them on their actual birthday.
They’ll appreciate the thought and likely will be able to spend more time replying than they would on their actual birthday because they aren’t inundated with so many messages.
Sending a card or giving them a call
The second circle is where things get a little more complicated.
You can send a belated birthday card, or a late birthday card. Though you may find yourself asking “what does Happy Belated Birthday mean?”
To put it simply, belated means something is late or delayed, like your amazon order or your one friend with ADHD who can never show up on time, and is the Emily Post approved way of saying “sorry for the late birthday wishes”.
So now you’ve got your belated birthday card (or you can send just a regular birthday card and let them know in your message that yes, this is a better late than never happy birthday, we’ll link our favorites below) and you’re wondering what to write in a belated birthday card.
What to Write in a Belated Birthday Card
Keep it simple. Forgetting a birthday is not a crime – it happens – and this circle of friends or family will be more understanding and won’t need elaborate excuses. Something as simple as sorry I missed your birthday will do.
The key here is that this is still a card for them and to them.
Don’t waste precious space drawing attention to your forgetfulness, now is the time to appreciate them!
We love to write about a favorite memory, story, or even just tell them what you like about them.
You can still make someone feel special (and you WILL) just by sending a card at all.
Now that we know what to say in a belated birthday card, let’s move on to the next circle where we’ll discuss how to make up for forgetting a birthday.
How to Make Up for Forgetting a Birthday – Thoughtful Options for Your Inner Circle aka the “Oh Sh*t” tier
We’ve reached the “oh sh*t” circle of birthday forgetting. Like, “I forgot my wifes birthday” bad.
This is the kind of forgetting that is going to take some explaining.
Luckily, for this instance only, we are living in an EXTREMELY long unprecedented time and historical event. Things are tough right now, for everyone. We are all having to save space for the people we love who are also struggling with the pandemic and everything else. This is the time when you’ll be asking for that space and that forgiveness.
Again, be honest. Let them know that you screwed up and you are sorry. We’d advise against long, drawn-out excuses. They don’t want to hear about the long conference at work, the traffic, or the dissociative state you’ve been in. They probably already know and hopefully will consider that!
thoughtful gifts for your closest people
You should try to do or find something that is completely them. This is where thoughtful gifts or hangouts really shine.
Does this person love books and coffee? Take them to a bookstore and let them wander and pick some of the books they’ve been eyeing – your treat. Then go to their favorite coffee spot or the one they’ve been wanting to try and let them tear into that new book with you by their side.
Does this person have a drink or snack that they can never be without? Buy them that drink or snack IN BULK and give it to them.
The point is to let them know that you see them and that you know them, and you like them even more for it. This is not the time for a sorry I missed your birthday card, it’s time to pull out all of the stops.
P.S. You Got This!
Whether you missed it by a few hours or a few weeks, we believe in you. Know you’ve got this (and that you’ve added their birthday to your calendar – with a reminder!).
At PS Post, birthday cards are kind of our thing–whether they are sent in advance or after that “oh sh*t” moment. Take a look at some of our favorite cards for belated birthdays below!
Our Favorite Happy Birthday Cards
Write your message on your phone or computer. We mail your personalized card for you!"
14,https://pspost.co/friendship/,"Birthday, Friendship, Gift Giving, LifestyleThe Best Way to Celebrate a Birthday Posted on August 24, 2022August 24, 2022 by Keller Anne Ruble Continue reading →"
15,https://pspost.co/galentines-day/,"Friendship, Galentine's Day, Gift Giving, Lifestyle, WritingPart 3: What to Write in Your Galentine’s Card | Everything You Need to Know About Galentine’s Day, f/k/a Valentine’s Day Eve! Posted on February 7, 2022February 7, 2022 by Caitlin Happy Galentine’s Day messages can be anything you want but don’t worry, we’re here to guide you. Finding the right words can be tough, especially when you are looking for the best way to tell someone how much they mean to you. Continue reading →"
16,https://pspost.co/gift-giving/,"Birthday, Friendship, Gift Giving, LifestyleThe Best Way to Celebrate a Birthday Posted on August 24, 2022August 24, 2022 by Keller Anne Ruble Continue reading →"
17,https://pspost.co/graduations/,"Appreciation, Friendship, Graduations, Lifestyle, Writing3 Examples of What to Write in a Graduation Card Posted on May 12, 2022May 12, 2022 by Caitlin Spring graduations can be the perfect time to stop and celebrate not only everything a person has accomplished so far but also all that is in store for them in the future. Continue reading →"
18,https://pspost.co/gratitude/,"Appreciation, Gift Giving, Gratitude, Office, Professional, WorkHow to thank your boss (without looking like a suck up) Posted on April 4, 2022May 12, 2022 by Keller Anne Ruble A simple “I admire your work ethic” can go a long way. We’ve compiled a few ways to show gratitude at work that will make your boss feel recognized and appreciated Continue reading →"
19,https://pspost.co/help/,"Help
Stuck? Help is on the way!
Q: How do I use a QR code?
A: Open the camera on your mobile device, position your phone like you’re about to take a picture, and voila! A banner will appear at the top of your screen to direct you to the custom web address. Scanning a QR code from a PS Post card will reveal a specially selected electronic gift card.
Q: Will the QR code work on all devices?
A: Most devices have an integrated QR Code reader built in so you can access through the camera. All iPhones updated to iOS 11 can point their camera and scan away. Android 9 and Android 10 have a built-in QR code scanner courtesy of Google Lens. Open your camera app and point it at the QR code to see a URL pop-up. Android 7.0 and below require an app to scan QR codes.
If the lucky gift-getter does not have a QR code-read-phone, no worries! There are a plethora of apps that are easy to download and use with a touch of a button. Here’s a list of some of the best QR reader apps.
Q: Can I still send a gift if my recipient doesn’t use a smartphone?
A: Yes! You can even use your computer’s camera to scan your QR code using this service!
Q: My question hasn’t been answered here! What do I do?"
20,https://pspost.co/how-to-thank-your-boss-without-looking-like-a-suck-up/,"Expressing gratitude at work, especially to coworkers and employees, is always a good idea. A simple “I admire your work ethic” can go a long way. But what if you respect your boss, and you want to let them know without it coming across like you are only being complimentary for your own benefit?
How do you demonstrate gratitude at work toward your boss without looking like a suck up or making your coworkers roll their eyes? Here are some ways to show gratitude at work that will make your boss feel recognized and appreciated:
Be Specific
Write an email or card that details what you are thankful for. Start out with “I admire your work” or “I feel grateful to work with you” and add details about instances when you felt supported. Maybe your boss is an expert at dealing with difficult coworkers or they coordinate going away gifts for coworkers–whatever it is you admire or appreciate at your boss, let them know it! The more specific the better!
Don’t go overboard
If you are giving your boss or manager a gift, make sure it’s not too extravagant, or you might run the risk of making them uncomfortable with how much you spent. Chances are that they know how much money you make and giving them an expensive gift might send the wrong message. A gift card to their favorite local coffee shop or a small plant for their desk is an appropriately sized gift for a boss.
Make it personal
If you have seen signs your coworkers are intimidated by you, you might not want to make it worse by showering your boss with praise in front of them. There are many types of coworkers, and if you have jealous or bossy coworkers, it might be best to thank your boss privately.
If you are wondering if you should acknowledge your boss and the help and support they offer you, we say go for it!
By following these tips, your boss will feel appreciated without you looking like you’re gunning for a raise or a promotion. After all, everyone appreciates a Thank You!
P.S. You Got this!
At PS Post, sending Thank You notes is one of our favorite ways to express gratitude. We make sending a thank you card easy, plus you can add a thank you gift card without having to make a separate errand. Check out some of our favorite thank you cards below:"
21,https://pspost.co/how-to-write-love-letters/,"Who doesn’t love receiving a love letter from someone they care about? Whether it’s a note of gratitude for a small favor or a good morning love letter that kicks off a feel-good day, it’s easy to read a love note and feel cherished and appreciated. What’s not so easy is coming up with love letter ideas and actually putting pen to paper.
If you’re reading this and thinking, “What do I write in a romantic love letter to my wife or partner?,” “What’s the secret sauce in the love letters of great men?,” or “What should I write in a letter to my boyfriend on his birthday?” Try some of the tips and tricks below.
1. Don’t Stress
If you are wondering how to make love letters by hand or how to write love letters, remember that it truly is the thought that counts (really!). It doesn’t matter if your message is reminiscent of famous letters written by poets or if you prefer to write and send your love letters online; what matters is that you have taken time out of your day to tell someone they are special to you.
2. Find a Balance
The best love letters are both a little sweet and a little salty. Don’t be afraid to be vulnerable by writing something heartfelt, and don’t shy away from a silly inside joke. This simple combination will help you write a love letter that will prompt a smile, laugh, or happy tear.
3. Sign it with love
Once you have finished writing your message and it’s time to sign it, don’t forget to sign it with love. If you are sending love letters long distance, a simple “I can’t wait to see you soon” reminds your special someone that you miss them. When in doubt, “I love you so much” never seems to go out of style.
The most important part of a love letter is the part when you actually send it. So send it! Life is short and taking the time to communicate your love for someone is always the right move.
P.S. At PS Post, our goal is to foster greater connectivity through messages of encouragement, celebration, and love. Card writing and sending is our love language, and we would love to help you spread your message! Some of our favorite “I love you cards” include “I love you more than winning an argument” and “You’re the hottest person I know.” Check out these cards and more at PSPost.co!"
22,https://pspost.co/lifestyle/,"Birthday, Friendship, Gift Giving, LifestyleThe Best Way to Celebrate a Birthday Posted on August 24, 2022August 24, 2022 by Keller Anne Ruble Continue reading →"
23,https://pspost.co/my-account/account-addresses/,"Our new sign & send experience has arrived!
💌 Schedule send, card previews, & more! 💌
No products in the cart.
Username or email address *
Password *
Remember me
Log in
Lost your password?
Username *
Email address *
Password *
Subscribe to our newsletter
Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.
Register"
24,https://pspost.co/office/,"Appreciation, Gift Giving, Gratitude, Office, Professional, WorkHow to thank your boss (without looking like a suck up) Posted on April 4, 2022May 12, 2022 by Keller Anne Ruble A simple “I admire your work ethic” can go a long way. We’ve compiled a few ways to show gratitude at work that will make your boss feel recognized and appreciated Continue reading →"
25,https://pspost.co/part-1-everything-you-need-to-know-about-galentines-day-f-k-a-valentines-day-eve/,"Hopefully you have seen Parks and Recreation Season 2, Episode 16 (if not we’ll forgive you, this time), where Leslie Knope invites her friends to a Galentine’s Day brunch. You may be wondering what does “galentine” means? To define galentine, simply look to your friends or the girls and theys who you admire most. Friendship love is valid and real and now we have an excuse to celebrate! It is a Valentine’s Day for friends on the day before Valentine’s Day.
February 13th may be the very best thing you can celebrate and you won’t have to wonder what to do with your friends on Valentine’s Day any longer!
So you may be asking “how to celebrate Galentine’s Day?”, if so, you’re in the right place because we have the answers to ALL of your Galentine’s Day questions. Keep reading this series for Galentine’s Day party ideas, the best Galentine’s gifts, and what to write in a Galentine’s Day card.
Galentine’s Day Party Ideas
Some of the best Galentine’s Day activities would, of course, include a Galentine’s Day brunch, in honor of our patron saint Leslie Knope. Luckily, the day before Valentine’s Day in 2022 falls on a Sunday. Sunday, as we all know, is the best day for a girls brunch party. Hopefully, someone in your group of gals loves to play hostess, however, now that restaurants are a bit safer, that’s always a good option too. You can have each guest bring their favorite breakfast or brunch food to share. If breakfast isn’t your thing feel free to make a baked brie or a cheese plate filled with berries and a good cabernet soaked asiago.
If brunch feels a bit passé, here are a few other Galentine’s Day ideas. While these ideas may not be exactly what Leslie had in mind, we were not invited to the Parks and Rec Galentine’s Day episode writers room, so feel free to make your Galentine’s Day your own! There is no wrong answer to “what is a Galentine’s party.” All of your Galentine’s are different so all of your Galentine’s Day party activities can be as unique as them!"
